student_id,origin_country,destination_country,university_name,course_name,field_of_study,year_of_enrollment,scholarship_received,enrollment_reason,graduation_year,placement_status,placement_country,placement_company,starting_salary_usd,gpa_or_score,visa_status,post_graduation_visa,language_proficiency_test,test_score
S02392,South Africa,Germany,Heidelberg University,Biotechnology,Natural Sciences,2019,Yes,Job Opportunities,2022,Not Placed,,,0,3.31,Study Permit,OPT,PTE,6.1
S02393,Germany,South Africa,Rhodes University,Biotechnology,Medicine,2023,No,Higher Ranking,2024,Placed,South Africa,Microsoft,140900,2.71,Student Visa,OPT,IELTS,6.4
S02394,UK,Germany,Humboldt University,Data Science,Law,2019,Yes,Quality of Life,2021,Placed,Germany,McKinsey,133403,3.62,Schengen Student Visa,Work Permit,IELTS,6.9
S02395,UAE,South Africa,Stellenbosch University,Economics,Medicine,2021,No,Quality of Life,2022,Not Placed,,,0,3.89,J1,Post-Study Visa,,0
S02396,Russia,India,IIT Bombay,Civil Engineering,Social Sciences,2021,Yes,Political Stability,2023,Placed,India,Tesla,79187,3.89,J1,Work Permit,TOEFL,8.7
S02397,Finland,South Africa,University of the Witwatersrand,Political Science,Engineering,2019,Yes,Quality of Life,2022,Placed,South Africa,Microsoft,44879,3.08,Study Permit,Work Permit,PTE,7.3
S02398,USA,Russia,Moscow Institute of Physics and Technology,Design,Computer Science,2019,Yes,Job Opportunities,2021,Not Placed,,,0,3.65,Tier 4,PSW,TOEFL,7.2
S02399,Finland,Ireland,Technological University Dublin,Economics,Engineering,2022,Yes,Higher Ranking,2025,Not Placed,,,0,3.3,Student Visa,Post-Study Visa,IELTS,6
S02400,Ireland,Russia,Novosibirsk State University,Architecture,Engineering,2022,No,Job Opportunities,2023,Placed,Russia,Apple,118745,2.85,Tier 4,Blue Card,Duolingo,5.4
S02401,Canada,Ireland,University College Cork,Design,Social Sciences,2019,No,Higher Ranking,2022,Placed,Ireland,McKinsey,146471,2.8,J1,PSW,IELTS,8.2
S02402,Canada,Finland,LUT University,Biotechnology,Medicine,2019,Yes,Higher Ranking,2021,Not Placed,,,0,2.86,F1,OPT,Duolingo,8.7
S02403,Russia,UAE,Manipal Academy Dubai,Political Science,Medicine,2023,Yes,Scholarship,2026,Not Placed,,,0,2.78,Schengen Student Visa,Post-Study Visa,PTE,7.1
S02404,Ireland,South Africa,University of Johannesburg,Architecture,Computer Science,2023,Yes,Higher Ranking,2024,Placed,South Africa,Facebook,96231,3.06,J1,OPT,Duolingo,7.4
S02405,Finland,India,IISc Bangalore,Medicine,Medicine,2020,Yes,Higher Ranking,2023,Not Placed,,,0,3.6,Student Visa,PSW,TOEFL,7.5
S02406,USA,UAE,Khalifa University,Data Science,Social Sciences,2020,Yes,Scholarship,2021,Not Placed,,,0,3.88,Student Visa,Work Permit,IELTS,6.2
S02407,Finland,Germany,Heidelberg University,Business Administration,Computer Science,2023,No,Political Stability,2025,Placed,Germany,Deloitte,107204,3.98,J1,Blue Card,Duolingo,6.2
S02408,Russia,USA,Stanford University,Computer Science,Medicine,2020,Yes,Job Opportunities,2021,Placed,USA,Siemens,39252,2.58,Tier 4,Post-Study Visa,PTE,6.2
S02409,USA,South Africa,University of Cape Town,Design,Computer Science,2021,No,Quality of Life,2024,Not Placed,,,0,3.65,Study Permit,Work Permit,Duolingo,5.2
S02410,Germany,UK,University of Oxford,Business Administration,Engineering,2022,Yes,Higher Ranking,2025,Not Placed,,,0,3.19,Tier 4,OPT,TOEFL,7.2
S02411,South Africa,Russia,Lomonosov Moscow State University,Data Science,Social Sciences,2022,Yes,Political Stability,2024,Not Placed,,,0,3.02,Student Visa,PSW,Duolingo,7.9
S02412,UAE,Russia,Lomonosov Moscow State University,Biotechnology,Engineering,2022,Yes,Scholarship,2024,Placed,Russia,Facebook,65348,3.18,J1,Blue Card,TOEFL,7.6
S02413,USA,Ireland,University College Cork,Data Science,Medicine,2022,Yes,Scholarship,2023,Not Placed,,,0,3.15,Student Visa,Post-Study Visa,PTE,5.5
S02414,USA,Russia,Bauman Moscow State Technical University,Economics,Business,2021,No,Higher Ranking,2023,Placed,Russia,Apple,144362,3.06,F1,Work Permit,PTE,8.7
S02415,Germany,Finland,University of Turku,Computer Science,Social Sciences,2023,Yes,Job Opportunities,2024,Placed,Finland,Amazon,104156,3.02,F1,OPT,IELTS,5.9
S02416,Russia,Finland,LUT University,Law,Business,2022,Yes,Quality of Life,2023,Not Placed,,,0,3.2,Schengen Student Visa,Work Permit,,0
S02417,South Africa,UAE,Middlesex University Dubai,Psychology,Business,2023,Yes,Quality of Life,2024,Placed,UAE,Siemens,113933,2.56,Tier 4,Work Permit,TOEFL,6.2
S02418,Finland,USA,Harvard University,Law,Medicine,2020,Yes,Job Opportunities,2021,Placed,USA,Microsoft,58433,3.93,Study Permit,Post-Study Visa,Duolingo,7.7
S02419,UK,Ireland,Dublin City University,Finance,Engineering,2020,Yes,Job Opportunities,2022,Placed,Ireland,Amazon,105297,3.77,F1,PSW,TOEFL,5.8
S02420,South Africa,USA,UC Berkeley,Computer Science,Law,2021,Yes,Quality of Life,2022,Not Placed,,,0,2.6,J1,OPT,Duolingo,7.9
S02421,Germany,Finland,University of Turku,Law,Social Sciences,2022,Yes,Political Stability,2025,Not Placed,,,0,2.87,F1,Blue Card,Duolingo,8.4
S02422,UAE,India,IIT Delhi,Architecture,Arts,2020,Yes,Quality of Life,2021,Not Placed,,,0,3.63,F1,Blue Card,PTE,8.6
S02423,UAE,Finland,Tampere University,Psychology,Arts,2020,Yes,Scholarship,2023,Not Placed,,,0,2.72,Schengen Student Visa,Blue Card,,0
S02424,Russia,UK,King's College London,Political Science,Law,2023,No,Job Opportunities,2026,Placed,UK,SAP,147215,3.55,J1,OPT,PTE,5.9
S02425,Germany,UAE,American University of Sharjah,Finance,Business,2023,Yes,Job Opportunities,2025,Not Placed,,,0,3.05,J1,Post-Study Visa,PTE,7.9
S02426,Ireland,South Africa,University of Pretoria,Finance,Law,2019,No,Quality of Life,2021,Not Placed,,,0,2.93,Tier 4,Blue Card,PTE,8.8
S02427,UK,Germany,Heidelberg University,Computer Science,Social Sciences,2019,Yes,Quality of Life,2020,Not Placed,,,0,3.28,Study Permit,Post-Study Visa,Duolingo,7
S02428,India,UK,University of Oxford,Political Science,Arts,2022,Yes,Job Opportunities,2024,Placed,UK,SAP,147584,3.16,Study Permit,Post-Study Visa,IELTS,5.5
S02429,UK,Finland,University of Turku,Electrical Engineering,Natural Sciences,2023,No,Political Stability,2025,Placed,Finland,Intel,76433,2.8,Schengen Student Visa,Post-Study Visa,PTE,8.6
S02430,UK,India,Delhi University,Biotechnology,Computer Science,2020,No,Job Opportunities,2021,Placed,India,Apple,78738,3.14,J1,OPT,PTE,5.6
S02431,South Africa,Russia,Saint Petersburg State University,Data Science,Engineering,2020,Yes,Job Opportunities,2021,Placed,Russia,Microsoft,68407,3.4,Study Permit,Post-Study Visa,PTE,7.1
S02432,UK,India,IISc Bangalore,Political Science,Computer Science,2020,Yes,Quality of Life,2022,Not Placed,,,0,3.09,J1,Work Permit,PTE,7.9
S02433,UK,India,IISc Bangalore,Political Science,Computer Science,2020,Yes,Quality of Life,2022,NoA Placed,,,0,3.09,J1,Work Permit,PTE,7.9
S02434,South Africa,Canada,University of Toronto,Mechanical Engineering,Law,2021,No,Job Opportunities,2022,Placed,Canada,Microsoft,40980,3.46,Tier 4,OPT,,0
S02435,Germany,Finland,University of Helsinki,Design,Medicine,2022,No,Political Stability,2025,Placed,Finland,Goldman Sachs,121552,3.02,J1,Post-Study Visa,TOEFL,8.7
S02436,UAE,India,IIT Madras,Mechanical Engineering,Law,2021,Yes,Quality of Life,2024,Not Placed,,,0,2.96,Tier 4,OPT,TOEFL,5.9
S02437,Germany,Finland,University of Turku,Economics,Computer Science,2019,Yes,Higher Ranking,2020,Placed,Finland,SAP,63028,3,Schengen Student Visa,Work Permit,PTE,5.2
S02438,UAE,Canada,University of British Columbia,Data Science,Arts,2020,Yes,Scholarship,2021,Placed,Canada,Google,49522,2.52,J1,Post-Study Visa,,0
S02439,South Africa,India,IISc Bangalore,Data Science,Natural Sciences,2023,Yes,Higher Ranking,2026,Placed,India,Facebook,131822,3.41,Tier 4,OPT,,0
S02440,UAE,UK,University of Birmingham,Law,Social Sciences,2021,Yes,Quality of Life,2023,Not Placed,,,0,3.24,J1,Work Permit,IELTS,5.3
S02441,USA,Finland,University of Turku,Biotechnology,Arts,2020,No,Scholarship,2022,Not Placed,,,0,3.71,J1,OPT,Duolingo,8.5
S02442,Canada,India,IIT Madras,Electrical Engineering,Engineering,2022,Yes,Political Stability,2023,Placed,India,Goldman Sachs,100724,2.57,Tier 4,PSW,PTE,9
S02443,Russia,Germany,Heidelberg University,Data Science,Engineering,2019,No,Political Stability,2020,Placed,Germany,Facebook,37918,3.3,Tier 4,Post-Study Visa,IELTS,6.9
S02444,South Africa,UAE,University of Dubai,Data Science,Engineering,2021,Yes,Quality of Life,2024,Not Placed,,,0,2.88,Study Permit,Post-Study Visa,PTE,8.9
S02445,South Africa,UAE,Middlesex University Dubai,Data Science,Engineering,2022,No,Higher Ranking,2025,Not Placed,,,0,3.01,Tier 4,PSW,PTE,6.4
S02446,Germany,UAE,Khalifa University,Electrical Engineering,Business,2023,Yes,Scholarship,2024,Not Placed,,,0,3.43,Study Permit,OPT,TOEFL,6.9
S02447,Germany,South Africa,Stellenbosch University,Psychology,Business,2020,Yes,Higher Ranking,2022,Placed,South Africa,Siemens,118918,3.69,Student Visa,Post-Study Visa,Duolingo,8.9
S02448,South Africa,UK,UCL,Biotechnology,Law,2022,Yes,Higher Ranking,2023,Placed,UK,McKinsey,138455,2.79,Tier 4,Post-Study Visa,Duolingo,8.5
S02449,India,USA,UCLA,Electrical Engineering,Business,2023,Yes,Quality of Life,2025,Placed,USA,Facebook,93129,3.85,J1,OPT,,0
S02450,Germany,Russia,Higher School of Economics,Biotechnology,Arts,2021,Yes,Quality of Life,2022,Placed,Russia,Deloitte,61991,2.79,Study Permit,Work Permit,IELTS,5.6
S02451,South Africa,Russia,Lomonosov Moscow State University,Law,Arts,2020,Yes,Scholarship,2021,Not Placed,,,0,2.99,J1,OPT,IELTS,5.8
S02452,Canada,Germany,TU Berlin,Computer Science,Business,2022,Yes,Scholarship,2024,Placed,Germany,McKinsey,58400,3.17,Tier 4,Work Permit,PTE,5.8
S02453,Finland,UK,University of Manchester,Architecture,Engineering,2020,Yes,Quality of Life,2023,Placed,UK,Deloitte,58718,3.82,Tier 4,Blue Card,Duolingo,7.7
S02454,UK,UAE,Middlesex University Dubai,Mechanical Engineering,Social Sciences,2021,No,Quality of Life,2022,Placed,UAE,Siemens,59553,3.04,Schengen Student Visa,Post-Study Visa,,0
S02455,UK,Russia,Moscow Institute of Physics and Technology,Civil Engineering,Business,2021,Yes,Political Stability,2024,Placed,Russia,Google,30498,3.05,Student Visa,Post-Study Visa,,0
S02456,Finland,Russia,Lomonosov Moscow State University,Law,Business,2019,No,Scholarship,2020,Placed,Russia,McKinsey,149522,2.86,Study Permit,PSW,Duolingo,5
S02457,Germany,USA,MIT,Finance,Medicine,2021,No,Job Opportunities,2022,Not Placed,,,0,3.73,Student Visa,Post-Study Visa,PTE,6.9
S02458,Canada,Germany,Technical University of Munich,Business Administration,Social Sciences,2022,Yes,Political Stability,2023,Placed,Germany,McKinsey,57450,2.67,Schengen Student Visa,Work Permit,IELTS,7.3
S02459,India,UK,Imperial College London,Psychology,Business,2021,Yes,Higher Ranking,2024,Placed,UK,McKinsey,139776,3.74,Student Visa,Work Permit,IELTS,7.3
S02460,UAE,Finland,Ã…bo Akademi University,Computer Science,Computer Science,2020,No,Political Stability,2021,Not Placed,,,0,3.3,F1,Blue Card,PTE,7.9
S02461,USA,India,NIT Trichy,Political Science,Natural Sciences,2020,Yes,Scholarship,2022,Placed,India,Amazon,80990,3.78,Study Permit,Blue Card,Duolingo,7.2
S02462,Russia,India,BITS Pilani,Psychology,Law,2022,No,Quality of Life,2023,Not Placed,,,0,3.98,F1,OPT,PTE,8.4
S02463,Finland,South Africa,University of the Witwatersrand,Design,Law,2019,No,Political Stability,2020,Not Placed,,,0,3.82,Student Visa,OPT,IELTS,6.6
S02464,South Africa,Russia,Higher School of Economics,Economics,Natural Sciences,2022,Yes,Job Opportunities,2023,Not Placed,,,0,3.17,F1,PSW,IELTS,8.9
S02465,India,South Africa,Rhodes University,Data Science,Natural Sciences,2022,Yes,Higher Ranking,2024,Not Placed,,,0,3.44,Study Permit,Work Permit,PTE,8.7
S02466,Canada,South Africa,University of Pretoria,Architecture,Business,2023,Yes,Political Stability,2026,Not Placed,,,0,3.19,Tier 4,Blue Card,PTE,6.5
S02467,India,Canada,McGill University,Finance,Natural Sciences,2019,Yes,Job Opportunities,2022,Placed,Canada,Google,77324,3.24,Study Permit,PSW,PTE,7.9
S02468,,,NIT Trichhy,Political Science,Natural Sciences,2020,Yes,Scholarship,2022,Placed,India,Amazon,,3.78,,,Duolingo,7.2
S02469,Ireland,UK,University of Edinburgh,Civil Engineering,Social Sciences,2021,Yes,Job Opportunities,2024,Placed,UK,Google,87307,2.78,Study Permit,PSW,TOEFL,5.4
S02470,Germany,USA,NYU,Psychology,Medicine,2021,No,Quality of Life,2023,Placed,USA,Microsoft,117212,3.41,Student Visa,PSW,IELTS,8
S02471,Russia,Canada,McGill University,Data Science,Arts,2021,Yes,Political Stability,2022,Placed,Canada,Google,70562,3.89,Study Permit,Work Permit,PTE,5.2
S02472,Ireland,Russia,Lomonosov Moscow State University,Design,Engineering,2019,Yes,Higher Ranking,2022,Not Placed,,,0,3.08,Tier 4,Work Permit,Duolingo,8.5
S02473,Finland,India,IIT Bombay,Finance,Engineering,2019,Yes,Higher Ranking,2021,Not Placed,,,0,3.57,Schengen Student Visa,OPT,Duolingo,7.9
S02474,USA,Canada,University of British Columbia,Political Science,Engineering,2022,Yes,Political Stability,2024,Not Placed,,,0,3.06,Schengen Student Visa,Blue Card,,0
S02475,Ireland,UAE,Zayed University,Medicine,Computer Science,2021,No,Scholarship,2024,Not Placed,,,0,3.32,Student Visa,Work Permit,Duolingo,5.5
S02476,USA,India,IIT Bombay,Law,Social Sciences,2022,No,Quality of Life,2023,Not Placed,,,0,3.58,Tier 4,Blue Card,IELTS,6.9
S02477,India,Germany,University of Stuttgart,Data Science,Business,2023,No,Quality of Life,2025,Not Placed,,,0,3.37,J1,Work Permit,Duolingo,5.4
S02478,South Africa,Germany,TU Berlin,Medicine,Business,2021,Yes,Political Stability,2022,Placed,Germany,Deloitte,35387,2.62,Tier 4,Post-Study Visa,,0
S02479,Russia,India,IIT Bombay,Political Science,Law,2023,No,Quality of Life,2026,Placed,India,Amazon,90534,2.53,J1,OPT,TOEFL,5.6
S02480,Finland,UK,Imperial College London,Data Science,Business,2023,Yes,Scholarship,2025,Not Placed,,,0,3.2,Student Visa,OPT,,0
S02481,USA,Ireland,Technological University Dublin,Architecture,Engineering,2023,No,Job Opportunities,2024,Placed,Ireland,Apple,97237,3.19,J1,PSW,IELTS,6
S02482,Finland,Germany,University of Stuttgart,Civil Engineering,Social Sciences,2021,Yes,Quality of Life,2022,Placed,Germany,Amazon,80559,2.59,Tier 4,PSW,Duolingo,6.3
S02483,Canada,Ireland,Dublin City University,Design,Social Sciences,2020,No,Higher Ranking,2021,Not Placed,,,0,3.32,Tier 4,PSW,TOEFL,5.7
S02484,Canada,South Africa,University of KwaZulu-Natal,Civil Engineering,Law,2022,Yes,Scholarship,2023,Not Placed,,,0,3.57,J1,PSW,TOEFL,5.6
S02485,Ireland,Germany,Technical University of Munich,Business Administration,Medicine,2022,No,Job Opportunities,2024,Placed,Germany,Siemens,64481,3.87,Student Visa,Blue Card,,0
S02486,UAE,Canada,Western University,Data Science,Arts,2021,Yes,Quality of Life,2022,Not Placed,,,0,2.93,J1,Post-Study Visa,PTE,7.3
S02487,Russia,India,IIT Madras,Economics,Natural Sciences,2019,No,Political Stability,2022,Placed,India,Tesla,40028,3.85,F1,Post-Study Visa,PTE,7.2
S02488,UK,South Africa,University of Pretoria,Civil Engineering,Law,2022,No,Quality of Life,2025,Not Placed,,,0,3.54,Schengen Student Visa,OPT,PTE,5.1
S02489,Finland,UAE,Heriot-Watt Dubai,Law,Natural Sciences,2023,No,Higher Ranking,2026,Not Placed,,,0,2.82,J1,Post-Study Visa,IELTS,7.3
S02490,UK,USA,UCLA,Design,Natural Sciences,2020,No,Higher Ranking,2023,Not Placed,,,0,3.07,Schengen Student Visa,OPT,Duolingo,6.2
S02491,India,South Africa,Rhodes University,Psychology,Social Sciences,2021,Yes,Higher Ranking,2024,Not Placed,,,0,2.65,F1,PSW,PTE,5.9
S02492,South Africa,Canada,Simon Fraser University,Civil Engineering,Medicine,2023,Yes,Scholarship,2026,Not Placed,,,0,3.37,Schengen Student Visa,Work Permit,Duolingo,8.3
S02493,UK,South Africa,University of Pretoria,Electrical Engineering,Business,2022,No,Job Opportunities,2025,Not Placed,,,0,2.55,Tier 4,Blue Card,Duolingo,5.7
S02494,UAE,Canada,University of Toronto,Business Administration,Engineering,2022,Yes,Political Stability,2024,Placed,Canada,Amazon,102505,3.32,Schengen Student Visa,Blue Card,IELTS,8.4
S02495,Russia,Germany,Heidelberg University,Psychology,Engineering,2020,No,Job Opportunities,2022,Not Placed,,,0,3.42,J1,OPT,Duolingo,5.9
S02496,South Africa,USA,UC Berkeley,Political Science,Engineering,2023,No,Scholarship,2026,Placed,USA,Amazon,44053,3.34,Tier 4,Blue Card,IELTS,6.1
S02497,India,UK,University of Birmingham,Design,Natural Sciences,2022,Yes,Political Stability,2023,Placed,UK,Tesla,103122,3.6,J1,OPT,Duolingo,8.7
S02498,India,Finland,University of Turku,Biotechnology,Business,2022,Yes,Job Opportunities,2023,Not Placed,,,0,3.01,Student Visa,Post-Study Visa,IELTS,8.7
S02499,Russia,Ireland,Maynooth University,Finance,Law,2020,Yes,Job Opportunities,2022,Placed,Ireland,Tesla,66037,2.86,Tier 4,PSW,Duolingo,8.7
S02500,Russia,Ireland,,Finance,Law,2020,Yes,Job Opportunities,2022,Placed,Ireland,,66037,2.86,Tier 4,PSW,,8.7
S02501,Russia,USA,UCLA,Political Science,Business,2022,No,Higher Ranking,2024,Not Placed,,,0,2.65,Student Visa,OPT,PTE,7.5
S02502,Finland,USA,Columbia University,Computer Science,Medicine,2022,No,Job Opportunities,2023,Not Placed,,,0,3.27,J1,PSW,,0
S02503,Germany,USA,UC Berkeley,Finance,Social Sciences,2023,Yes,Quality of Life,2025,Placed,USA,Apple,101360,3.9,J1,Post-Study Visa,TOEFL,8
S02504,South Africa,Russia,Saint Petersburg State University,Electrical Engineering,Computer Science,2021,Yes,Political Stability,2022,Not Placed,,,0,2.59,J1,Work Permit,Duolingo,8.9
S02505,USA,Finland,University of Eastern Finland,Finance,Arts,2020,Yes,Higher Ranking,2022,Placed,Finland,Facebook,91850,3.02,Student Visa,Post-Study Visa,,0
S02506,Ireland,Russia,Lomonosov Moscow State University,Design,Computer Science,2023,No,Scholarship,2024,Not Placed,,,0,2.94,Student Visa,OPT,PTE,8.7
S02507,USA,Finland,Tampere University,Biotechnology,Business,2021,Yes,Job Opportunities,2023,Not Placed,,,0,3.72,F1,Post-Study Visa,TOEFL,8.9
S02508,India,UAE,Khalifa University,Economics,Arts,2019,No,Higher Ranking,2020,Placed,UAE,Goldman Sachs,76857,3.25,F1,Post-Study Visa,PTE,5.2
S02509,Finland,Germany,Technical University of Munich,Architecture,Computer Science,2023,Yes,Quality of Life,2024,Not Placed,,,0,2.82,Study Permit,Post-Study Visa,IELTS,5.3
S02510,Canada,Germany,Heidelberg University,Computer Science,Natural Sciences,2023,No,Scholarship,2024,Placed,Germany,Google,81482,2.96,J1,OPT,TOEFL,6.2
S02511,UAE,USA,NYU,Data Science,Engineering,2022,Yes,Scholarship,2023,Not Placed,,,0,3.13,Tier 4,Post-Study Visa,PTE,6
S02512,USA,South Africa,University of Cape Town,Psychology,Arts,2023,No,Higher Ranking,2024,Not Placed,,,0,2.52,J1,OPT,PTE,5.6
S02513,UK,USA,MIT,Electrical Engineering,Medicine,2023,No,Job Opportunities,2024,Not Placed,,,0,3.09,Schengen Student Visa,Work Permit,TOEFL,5
S02514,India,South Africa,Rhodes University,Finance,Arts,2019,No,Higher Ranking,2020,Placed,South Africa,Deloitte,108906,3.31,Schengen Student Visa,PSW,TOEFL,6.5
S02515,UK,Canada,Simon Fraser University,Law,Natural Sciences,2023,Yes,Higher Ranking,2025,Placed,Canada,Goldman Sachs,45379,2.66,F1,Work Permit,PTE,6.2
S02516,Canada,UAE,Khalifa University,Architecture,Social Sciences,2019,No,Job Opportunities,2022,Placed,UAE,Tesla,138714,3.17,F1,Work Permit,IELTS,8.6
S02517,Ireland,India,JNU Delhi,Psychology,Natural Sciences,2023,No,Political Stability,2026,Not Placed,,,0,3.65,Tier 4,OPT,Duolingo,6.6
S02518,USA,UK,University of Cambridge,Economics,Social Sciences,2020,No,Quality of Life,2023,Placed,UK,Facebook,60371,3.24,Schengen Student Visa,Work Permit,Duolingo,8.7
S02519,Russia,Germany,Technical University of Munich,Design,Computer Science,2023,No,Job Opportunities,2026,Placed,Germany,Tesla,102103,3.72,F1,OPT,,0
S02520,USA,UAE,American University of Sharjah,Data Science,Business,2023,Yes,Political Stability,2026,Not Placed,,,0,3.5,Student Visa,Blue Card,IELTS,5.5
S02521,Russia,India,Delhi University,Biotechnology,Business,2022,Yes,Higher Ranking,2025,Not Placed,,,0,3.09,Student Visa,OPT,Duolingo,6.1
S02522,UAE,South Africa,University of KwaZulu-Natal,Finance,Medicine,2020,No,Job Opportunities,2023,Not Placed,,,0,3.38,Study Permit,OPT,IELTS,6.7
S02523,South Africa,UAE,Khalifa University,Civil Engineering,Engineering,2022,No,Quality of Life,2024,Placed,UAE,Tesla,106167,3.92,Tier 4,PSW,Duolingo,7.5
S02524,Canada,South Africa,University of the Witwatersrand,Finance,Medicine,2019,No,Job Opportunities,2020,Not Placed,,,0,3.83,Schengen Student Visa,Work Permit,TOEFL,7.8
S02525,UK,Finland,LUT University,Political Science,Natural Sciences,2022,Yes,Quality of Life,2024,Not Placed,,,0,3.55,F1,Post-Study Visa,TOEFL,7.4
S02526,Ireland,Russia,Moscow Institute of Physics and Technology,Biotechnology,Arts,2021,No,Higher Ranking,2022,Not Placed,,,0,3.47,Schengen Student Visa,Work Permit,Duolingo,7.2
S02527,UAE,Canada,University of Alberta,Business Administration,Engineering,2023,Yes,Higher Ranking,2025,Placed,Canada,Microsoft,59717,3.45,J1,Post-Study Visa,PTE,7.8
S02528,UK,UAE,Khalifa University,Law,Law,2022,No,Scholarship,2025,Placed,UAE,IBM,105856,3.68,F1,Work Permit,IELTS,7.2
S02529,Russia,UK,University of Oxford,Biotechnology,Medicine,2021,Yes,Political Stability,2022,Placed,UK,Google,120915,3.43,Tier 4,Blue Card,Duolingo,6.7
S02530,Canada,USA,Stanford University,Economics,Engineering,2023,No,Political Stability,2026,Placed,USA,Facebook,78277,3.58,Tier 4,Work Permit,Duolingo,7.6
S02531,Germany,Canada,Simon Fraser University,Mechanical Engineering,Natural Sciences,2020,No,Political Stability,2023,Not Placed,,,0,2.73,Tier 4,Post-Study Visa,Duolingo,7.3
S02532,Canada,Ireland,Technological University Dublin,Business Administration,Computer Science,2021,No,Quality of Life,2024,Placed,Ireland,Apple,122795,3.32,Schengen Student Visa,Post-Study Visa,PTE,5.8
S02533,USA,UAE,Heriot-Watt Dubai,Data Science,Law,2022,No,Quality of Life,2024,Not Placed,,,0,3.06,Tier 4,Blue Card,Duolingo,6.5
S02534,Germany,Russia,Novosibirsk State University,Data Science,Medicine,2022,No,Political Stability,2025,Not Placed,,,0,2.94,Tier 4,Post-Study Visa,IELTS,6.9
S02535,Germany,India,IIT Bombay,Business Administration,Arts,2021,No,Job Opportunities,2022,Not Placed,,,0,3.82,Tier 4,Post-Study Visa,IELTS,6.7
S02536,Canada,UK,University of Manchester,Law,Social Sciences,2021,Yes,Quality of Life,2023,Placed,UK,Facebook,134347,3.75,Student Visa,PSW,PTE,6.8
S02537,Russia,Canada,University of Ottawa,Computer Science,Arts,2021,No,Quality of Life,2023,Placed,Canada,McKinsey,95395,2.52,Study Permit,OPT,TOEFL,5.2
S02538,India,Germany,LMU Munich,Psychology,Law,2022,Yes,Political Stability,2025,Not Placed,,,0,3.08,Schengen Student Visa,PSW,IELTS,6.2
S02539,Canada,UK,University of Birmingham,Finance,Arts,2022,No,Job Opportunities,2024,Placed,UK,Google,138294,3.33,Student Visa,PSW,IELTS,8
S02540,Russia,UAE,Heriot-Watt Dubai,Electrical Engineering,Business,2022,Yes,Job Opportunities,2023,Not Placed,,,0,2.98,Student Visa,PSW,Duolingo,6.6
S02541,India,Ireland,Maynooth University,Finance,Business,2023,No,Job Opportunities,2026,Placed,Ireland,Amazon,101852,2.77,Tier 4,PSW,Duolingo,5.2
S02542,Ireland,USA,Columbia University,Economics,Medicine,2023,No,Higher Ranking,2024,Placed,USA,Microsoft,40467,3.45,F1,Work Permit,,0
S02543,Germany,UK,University of Birmingham,Biotechnology,Engineering,2021,Yes,Higher Ranking,2022,Placed,UK,Facebook,120827,3.56,Tier 4,Work Permit,Duolingo,5.8
S02544,Ireland,UK,University of Edinburgh,Political Science,Arts,2020,No,Scholarship,2023,Placed,UK,Goldman Sachs,124627,3.72,F1,OPT,Duolingo,5.8
S02545,Russia,UK,University of Edinburgh,Architecture,Computer Science,2022,No,Quality of Life,2023,Placed,UK,McKinsey,118484,3.16,Tier 4,OPT,Duolingo,6.1
S02546,Canada,South Africa,University of Pretoria,Psychology,Business,2021,No,Higher Ranking,2024,Not Placed,,,0,3.68,Schengen Student Visa,PSW,IELTS,8.8
S02547,UAE,India,IISc Bangalore,Electrical Engineering,Social Sciences,2023,No,Political Stability,2026,Placed,India,Microsoft,33310,3.65,Schengen Student Visa,Blue Card,PTE,6.5
S02548,Germany,India,IIT Delhi,Biotechnology,Natural Sciences,2023,No,Quality of Life,2025,Not Placed,,,0,2.95,Schengen Student Visa,Post-Study Visa,,0
S02549,Ireland,Germany,Technical University of Munich,Design,Engineering,2021,Yes,Scholarship,2024,Placed,Germany,Microsoft,91897,2.67,Tier 4,OPT,,0
S02550,Finland,UK,Imperial College London,Data Science,Engineering,2020,Yes,Political Stability,2021,Not Placed,,,0,2.83,Schengen Student Visa,Blue Card,,0
S02551,Russia,India,Delhi University,Political Science,Law,2020,No,Job Opportunities,2021,Not Placed,,,0,2.7,Tier 4,PSW,Duolingo,8.7
S02552,South Africa,Russia,Lomonosov Moscow State University,Computer Science,Computer Science,2021,No,Quality of Life,2022,Placed,Russia,Google,136424,3.99,Student Visa,Blue Card,TOEFL,6.9
S02553,Ireland,India,NIT Trichy,Data Science,Computer Science,2020,Yes,Scholarship,2023,Not Placed,,,0,2.88,F1,Post-Study Visa,Duolingo,7.9
S02554,UK,South Africa,Stellenbosch University,Biotechnology,Arts,2022,No,Quality of Life,2025,Placed,South Africa,Apple,126869,3.81,Student Visa,PSW,Duolingo,7.9
S02555,Canada,India,IISc Bangalore,Mechanical Engineering,Engineering,2023,No,Political Stability,2025,Placed,India,Facebook,40246,3.11,Student Visa,Post-Study Visa,Duolingo,7.2
S02556,Ireland,Germany,RWTH Aachen,Finance,Medicine,2020,No,Scholarship,2021,Not Placed,,,0,3.93,Student Visa,Post-Study Visa,IELTS,6.7
S02557,Canada,India,IIT Madras,Architecture,Social Sciences,2023,No,Higher Ranking,2025,Not Placed,,,0,3.96,J1,OPT,PTE,7.6
S02558,Germany,UK,University of Manchester,Computer Science,Computer Science,2019,No,Job Opportunities,2022,Placed,UK,McKinsey,53421,3.58,Study Permit,Post-Study Visa,TOEFL,6.5
